y,pct,r,g,b,luma,jump
0,0.0,44.44097222222222,65.0703125,57.83506944444444,60.16213020833333,0.0
1,0.001001001001001001,44.962673611111114,65.42795138888889,58.30034722222222,60.562420312499995,0.7852141902106102
2,0.002002002002002002,45.146701388888886,65.94965277777777,58.45746527777778,60.986009374999995,0.5750866417714607
3,0.003003003003003003,45.189236111111114,66.65190972222223,59.1875,61.55001493055556,1.0138662210888887
4,0.004004004004004004,45.35590277777778,66.34114583333333,58.967013888888886,61.347270833333326,0.4158919302030663
5,0.005005005005005005,45.83680555555556,67.53125,60.01475694444444,62.3763203125,1.656919104741282
6,0.006006006006006006,45.97569444444444,67.43576388888889,60.04600694444444,62.33981267361111,0.17141844524995933
7,0.007007007007007007,46.13628472222222,67.03993055555556,60.109375,62.095429340277775,0.4318434618694722
8,0.008008008008008008,46.479166666666664,67.43663194444444,60.38975694444444,62.47229045138888,0.5946041158138914
9,0.009009009009009009,46.251736111111114,67.50260416666667,59.69878472222222,62.421233854166665,0.7304242627322564
10,0.01001001001001001,55.364583333333336,75.55295138888889,80.41666666666667,71.61206458333334,24.0225458092568
11,0.011011011011011011,72.31684027777777,83.07986111111111,79.75,80.5512269097222,18.560113952273905
12,0.012012012012012012,47.217013888888886,59.625,55.625,56.69826215277778,41.97793967661914
13,0.013013013013013013,47.318576388888886,59.454861111111114,55.52430555555556,56.590900868055556,0.22226460370596482
14,0.014014014014014014,47.390625,59.541666666666664,55.57899305555556,56.67225017361111,0.12536717869760913
15,0.015015015015015015,46.98350694444444,59.145833333333336,55.153645833333336,56.27188680555555,0.7094712104019948
16,0.016016016016016016,46.592013888888886,58.947048611111114,54.947916666666664,56.03163090277778,0.48487799326692005
17,0.01701701701701702,46.765625,59.0,55.0,56.11017187499999,0.1888315151070102
18,0.018018018018018018,46.625,58.625,54.90711805555556,55.805368923611105,0.4111294762344103
19,0.01901901901901902,46.34027777777778,58.35069444444444,54.416666666666664,55.513243055555556,0.629962575474803
