y,pct,r,g,b,luma,jump
0,0.0,247.5,242.375,235.5,242.9682,0.0
1,0.0011123470522803114,247.5,242.0,235.875,242.727075,0.5303300858899106
2,0.002224694104560623,247.5,242.25,235.5,242.87879999999998,0.45069390943299864
3,0.0033370411568409346,247.5,242.0,235.75,242.71805,0.3535533905932738
4,0.004449388209121246,246.5,241.25,234.5,241.87879999999998,1.7677669529663689
5,0.0055617352614015575,246.5,241.0,234.75,241.71804999999998,0.3535533905932738
6,0.006674082313681869,246.5,241.25,234.5,241.87879999999998,0.3535533905932738
7,0.00778642936596218,246.5,241.0,234.75,241.71804999999998,0.3535533905932738
8,0.008898776418242492,245.5,240.125,233.5,240.78939999999997,1.824314939915803
9,0.010011123470522803,245.5,240.0,233.625,240.709025,0.1767766952966369
10,0.011123470522803115,244.51282051282053,239.26282051282053,232.51282051282053,239.89162051282048,1.659789187797331
11,0.012235817575083427,244.5,239.0,232.75,239.71805,0.35425004819610645
12,0.013348164627363738,243.51282051282053,238.13782051282053,231.51282051282053,238.80222051282053,1.8023567603331647
13,0.014460511679644048,243.5,238.0,231.5,238.7,0.1390080028346392
14,0.01557285873192436,242.51282051282053,237.26282051282053,230.51282051282053,237.8916205128205,1.5787590937613172
15,0.01668520578420467,242.375,237.0,230.75,237.69147499999997,0.37989896663728245
16,0.017797552836484983,241.5,236.125,229.5,236.78939999999997,1.758905909933786
17,0.018909899888765295,240.5,235.0,228.5,235.7,1.80710403685012
18,0.020022246941045607,239.51282051282053,234.26282051282053,227.51282051282053,234.8916205128205,1.5787590937613172
19,0.021134593993325918,238.4198717948718,233.0448717948718,226.6698717948718,233.72732179487178,1.8407874729881593
20,0.02224694104560623,44.375,64.40064102564102,69.07371794871794,60.48058589743589,301.5474034853134
21,0.02335928809788654,61.705128205128204,78.6474358974359,74.57051282051282,74.75114743589744,23.09803588160195
22,0.024471635150166853,38.15064102564103,57.10897435897436,52.28846153846154,52.73039166666666,38.92568562104431
23,0.025583982202447165,37.26282051282051,56.1025641025641,51.657051282051285,51.77626858974359,1.48316073946579
24,0.026696329254727477,37.375,56.09935897435897,51.256410256410255,51.76889935897435,0.41606218479616747
25,0.027808676307007785,36.368589743589745,55.34615384615385,50.22435897435897,50.94173012820513,1.6264407207598912
26,0.028921023359288096,36.56089743589744,55.25320512820513,50.82692307692308,50.95964294871795,0.6393005634190468
27,0.030033370411568408,36.76602564102564,55.01282051282051,50.69551282051282,50.82184230769231,0.34224406399898527
28,0.03114571746384872,36.17307692307692,55.02884615384615,50.657051282051285,50.704466025641025,0.5944108791300378
29,0.03225806451612903,35.46474358974359,53.92307692307692,49.90064102564103,49.70841538461538,1.515459725241722
30,0.03337041156840934,34.97115384615385,52.85897435897436,49.39102564102564,48.805637820512814,1.2789264803511287
31,0.034482758620689655,34.42307692307692,52.80448717948718,49.14102564102564,48.632097435897435,0.6048612785903387
32,0.035595105672969966,34.47115384615385,52.82371794871795,48.73076923076923,48.62645192307693,0.41351122738594
33,0.03670745272525028,35.12820512820513,53.69551282051282,49.99679487179487,49.481055769230764,1.6716948314412647
34,0.03781979977753059,35.31089743589744,54.743589743589745,51.56089743589744,50.38240897435897,1.8916285436122418
35,0.0389321468298109,43.90384615384615,64.03846153846153,61.041666666666664,59.541473717948705,15.8151318223877
36,0.04004449388209121,38.75,59.541666666666664,57.46474358974359,54.971404487179484,7.718657460643026
37,0.041156840934371525,39.09615384615385,60.49679487179487,60.131410256410255,55.920637820512816,2.8536298786895307
38,0.042269187986651836,39.10897435897436,60.67948717948718,61.15064102564103,56.12761346153846,1.0355540573942426
39,0.04338153503893215,38.73397435897436,60.455128205128204,61.00961538461539,55.877244871794865,0.459184255829951
40,0.04449388209121246,38.30448717948718,60.22435897435897,60.967948717948715,55.6178814102564,0.489336066854656
41,0.04560622914349277,37.63782051282051,58.87179487179487,60.21153846153846,54.454181410256396,1.6870182488616163
42,0.04671857619577308,37.2275641025641,58.592948717948715,59.90064102564103,54.14508333333333,0.5854252431513903
